"word_lowercase","word","difficulty","standard_error","difficulty_lower","difficulty_upper","grade_eq","n_attempts","n_correct","n_incorrect","tasa_sfi","tasa_d","tasa_u","tasa_f","tasa_gr1","tasa_gr2","tasa_gr3","tasa_gr4","tasa_gr5","tasa_gr6","tasa_gr7","tasa_gr8","tasa_gr9","tasa_gr10","tasa_gr11","tasa_gr12","tasa_gr13","Log_Freq_HAL","Freq_SUBTLEXUS","sub_unigram_freq","wiki_unigram_freq","cyplex_7_9_raw_freq","cyplex_7_9_zipf_freq","cyplex_7_9_book_prop","cyplex_10_12_raw_freq","cyplex_10_12_zipf_freq","cyplex_10_12_book_prop","CD_SUBTLEXUS","Prevalence_Brys","Fam_Glasgow","AoA_Kuper","AoA_LWV","DPoS_Brys","POS","Conc_Brys","Imageability","Nmeanings_Websters","Valence_Warr","Valence_NRC","Arousal_Warr","Arousal_NRC","Emot_Assoc_Positive","Emot_Assoc_Joy","Sem_Diversity","Sem_N","NMorph","MorphSp","spelling_pattern","Length","Ortho_N","OLD20","OLD20F","Orth_Spread","BG_Sum","BG_Mean","BG_Frequency_By_Position","pronunciation","NPhon","NSyll","NSyll_ELP","NSyll_Chee","Phono_N","PLD20","PLD20F","First_Phon_bilabial","First_Phon_labiodental","First_Phon_interdental","First_Phon_alveolar","First_Phon_palatal","First_Phon_velar","First_Phon_glottal","First_Phon_stop","First_Phon_fricative","First_Phon_affricate","First_Phon_nasal","First_Phon_liquid","First_Phon_glide","First_Phon_voiced","Phonographic_N","Phonographic_N_Freq","spell2pron","Consistency_Token_FF_O","Consistency_Token_FF_R","Consistency_Token_FB_O","Consistency_Token_FB_R","Siegelman_OSC","Marelli_OSC"
"recording","recording",-0.0248969841295092,0.435274895291667,-0.878035778901177,0.828241810642158,2.684,36,24,12,51.4000015258789,0.615400016307831,13,357,NA,0,1,2,5,7,8,7,10,16,20,23,34,9.943,2.874481818,14323,224742,83,3.87,0.14,141,3.81,0.17,2.57054294,2.433287722,NA,7,7,"Noun","NN|VB",3.68,NA,1,5.22,0.573,3.53,0.537,0,0,1.456080713,7655,2,"{record}>ing>","recording",9,1,2.4,7.212,0,48930,6116.25,8230,"rI.k""Or4.IN",8,3,3,3,4,2.25,7.24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2,0.814188255,0.66188795,0.656035176,0.716723637,0.136299700535497,NA
"recover","recover",-0.556817006230678,0.45684493345289,-1.45223307579834,0.338599063336986,2.491,63,56,7,48.7999992370605,0.753499984741211,7,165,NA,0,2,3,3,5,5,5,7,9,10,12,11,8.803,2.612783857,11290,31656,93,3.92,0.18,282,4.11,0.39,2.546542663,2.439059658,NA,7.56,7.80428,"Verb","VB",2.64,NA,7,6.4,0.918,4.42,0.51,NA,NA,1.941688122,4098,1,"{recover}","recover",7,1,2.15,7.001,1,32963,5493.833,6415,"rI.k""V.v@`",6,3,3,3,0,2.4,7.709,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.81481481481481,0.813269463,0.506761159,0.810125658,0.322841334,0.0971114967041678,NA
"recovered","recovered",0.474913881832426,0.439343403422375,-0.386199188875429,1.33602695254028,2.903,44,33,11,50.5999984741211,0.816100001335144,11,229,NA,0,3,6,9,10,12,14,14,15,15,14,11,8.356,2.652246341,10424,53236,171,4.19,0.28,409,4.27,0.47,2.556302501,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.005385455,5550,3,"<re<{cover}>ed>","recovered",9,0,2.65,6.651,0,49327,6165.875,8015,"rI.k""V.v@`d",7,3,3,3,2,2.5,8.041,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.27586206896552,0.813269463,0.54986515,0.810125658,0.44042258,NA,NA
"recovery","recovery",0.474470230264584,0.403031236802695,-0.315470993868698,1.26441145439787,2.903,48,32,16,49.7000007629395,0.840799987316132,9,187,NA,0,1,2,2,1,2,3,3,5,7,10,30,9.21,2.667452953,8781,54448,35,3.51,0.07,133,3.79,0.22,2.534026106,2.448817522,NA,8.05,8.05,"Noun","NN",2.68,NA,5,6.43,0.781,4.12,0.402,1,0,1.762076897,6111,2,"{recover}>y>","recovery",8,1,2.65,7.662,1,33982,4854.571,6561,"rI.k""V.v@`.i",7,4,4,4,2,2.6,7.753,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.346,2.07692307692308,0.859406967,0.618883414,0.853049847,0.371846493,0.140446845896064,NA
"recreation","recreation",3.93250063108596,0.534566463076121,2.88475036345676,4.98025089871516,6.007,18,9,9,50.5999984741211,0.809400022029877,11,236,NA,1,2,2,6,7,8,10,10,12,12,15,19,7.976,1.982271233,1485,41469,21,3.29,0.03,45,3.32,0.05,1.913813852,2.319024632,NA,8.83,NA,"Noun","NN",2.82,NA,1,6.7,0.909,4.33,0.632,1,1,1.616391264,4051,1,"{recreation}","recreation",10,0,2.65,6.596,0,53583,5953.667,8567,"r%E.kri.""e.Sn=",8,4,4,4,0,3.2,6.981,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,3.07407407407407,0.828183616,0.480133138,0.934794721,0.655388817,0.0762806653768097,NA
"recreational","recreational",5.45295139323698,0.620453678028989,4.23686218430016,6.6690406021738,8.628,17,4,13,46.0999984741211,0.769999980926514,4,88,NA,NA,0,0,0,1,2,2,2,3,3,5,11,8.155,1.73239376,920,31064,6,2.8,0.01,14,2.84,0.02,1.681241237,2.575829304,NA,8.89,NA,"Adjective","JJ",2.85,NA,NA,6.76,0.896,4.9,0.686,1,1,1.532323514,2883,2,"{recreation}>al>","recreational",12,0,3.8,7.05,0,62282,5662,8863,"r%E.kri.""e.Sn=.@l",10,5,5,5,0,4.7,7.011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,3.13333333333333,0.862546893,0.584106511,0.9467463,0.481330041,NA,NA
"rectangle","rectangle",-0.086781838409157,0.52841355183313,-1.12247240000209,0.948908723183778,2.659,29,20,9,43.5999984741211,0.617699980735779,2,58,NA,0,1,1,2,3,2,2,2,2,1,1,1,7.429,1.079181246,317,4450,54,3.69,0.08,77,3.55,0.13,1,2.409740848,6.088,5,5,"Noun","NN",4.76,590,1,NA,0.479,NA,0.225,0,0,1.203029682,0,2,"{rect--angle}","rectangle",9,0,3.6,6.325,0,39751,4968.875,6760,"r""Ek.taN.gl=",8,3,3,3,0,3.8,5.501,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.07407407407407,0.675614284,0.662108521,0.958889326,0.510803134,0.490057124080049,NA
"rectangular","rectangular",1.4281059862843,0.408018836216113,0.628389067300719,2.22782290526788,3.451,39,25,14,45.7000007629395,0.585399985313416,3,101,NA,NA,0,0,1,3,3,3,4,3,4,5,6,7.259,1.361727836,368,24490,99,3.95,0.13,115,3.72,0.17,1.301029996,2.575829304,NA,5.42,5.42,"Adjective","JJ",4.11,NA,1,5.25,0.438,2.7,0.24,0,0,1.36212718,485,3,"{rect--angul--ar}","rectangular",11,0,4.7,6.192,0,45415,4541.5,6631,"rEk.t""aN.gj@.l@`",11,4,4,4,0,5.1,6.553,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.54166666666667,0.666361374,0.592595015,0.939405761,0.355169393,NA,NA
"recycled","recycled",1.36694098124065,0.521249240925613,0.345292469026449,2.38858949345485,3.41,33,27,6,44,0.522199988365173,2,75,NA,NA,0,0,1,2,2,4,4,3,4,3,1,7.498,1.643452676,968,9060,32,3.47,0.04,15,2.86,0.03,1.544068044,2.575829304,NA,8.32,NA,"Adjective","VB",3.9,NA,NA,5.26,0.561,3.67,0.316,NA,NA,1.17427333,3,3,"<re<{cycle}>ed>","recycled",8,1,NA,NA,NA,26943,3849,5634,"r%i.s""aI.kl=d",7,3,3,NA,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4.263,2.956521739,NA,NA,NA,NA,NA,NA
"recycling","recycling",-0.0818787952561466,0.566748769555812,-1.19270638358554,1.02894879307324,2.661,58,50,8,46.5,0.724399983882904,4,100,NA,NA,1,1,2,2,2,3,3,4,5,6,5,7.369,1.908485019,1811,13196,54,3.69,0.07,50,3.37,0.07,1.812913357,2.439059658,NA,10.53,NA,"Noun","NN|VB",3.25,NA,NA,6.25,0.552,3.52,0.32,NA,NA,1.017033634,284,3,"<re<{cycle}>ing>","recycling",9,0,NA,NA,NA,41356,5169.5,7358,"r%i.s""aI.kl=.IN",8,4,4,NA,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.578947368,NA,NA,NA,NA,NA,NA
"red","red",-5.47288949861463,0.336894828773702,-6.13320336301109,-4.81257563421817,1.266,73,56,17,64.6999969482422,0.940299987792969,292,5298,892,372,316,286,301,290,291,287,277,258,242,202,106,11.55,3.878061981,123957,488404,4693,5.62,0.92,8973,5.61,0.97,3.483301952,2.325873194,6.531,3.68,3.343300208,"Adjective","JJ|NN",4.24,585,3,5.67,0.427,5.02,0.385,0,0,1.879212922,8842,1,"{red}","red",3,18,1.1,8.685,3,16364,8182,2865,"r""Ed",3,1,1,1,35,1,9.447,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,9.109,1.75,1,0.883577175,0.957474621,0.409198147,0.0170312913094005,0.213635962841172
"reddish","reddish",-1.54882289395867,0.608494600990008,-2.74147231189909,-0.356173476018254,2.218,26,21,5,46.5999984741211,0.841099977493286,4,91,1,1,2,3,5,7,8,7,6,3,2,2,1,6.265,1.041392685,447,14163,48,3.64,0.09,100,3.66,0.15,1.041392685,1.818179532,NA,6.17,6.17,"Adjective","JJ",3.42,NA,1,NA,0.521,NA,0.337,0,0,1.462468919,4,2,"{red}>ish>","reddish",7,0,2.8,6.715,0,28847,4807.833,4697,"r""E4.IS",5,2,2,2,6,1.8,6.964,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.6551724137931,0.997423809,0.676297484,0.502290959,0.874934339,NA,1
"reduce","reduce",0.4450727588365,0.439455831569817,-0.416260671040341,1.30640618871334,2.889,44,31,13,55.5999984741211,0.886500000953674,36,692,NA,0,2,1,7,13,16,19,25,36,42,59,96,9.978,2.342422681,6267,103327,30,3.44,0.05,68,3.5,0.1,2.269512944,2.33934381,5.091,8.44,8.817204343,"Verb","VB",2,NA,8,5.1,0.219,3.67,0.304,NA,NA,2.03694242,5542,2,"{re--duce}","reduce",6,2,1.75,6.842,1,20704,4140.8,3415,"r@.d""us",5,2,2,2,0,2.05,7.043,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.26923076923077,0.512992474,0.656245694,0.971321423,0.397527324,0.297681676851859,0.963892800403359
"reduced","reduced",1.54161584371,0.534044133782998,0.494889341495324,2.58834234592468,3.529,37,32,5,55.5999984741211,0.935899972915649,36,660,NA,0,0,1,5,12,15,17,22,33,43,55,105,9.627,2.396199347,6285,138250,67,3.78,0.12,168,3.89,0.24,2.344392274,2.435945037,NA,NA,NA,"Verb","VB|JJ",2.21,NA,NA,NA,0.229,NA,0.365,0,0,2.174141945,7098,3,"{re--duce}>ed>","reduced",7,4,1.95,6.654,2,28788,4798,4795,"r@.d""ust",6,2,2,2,1,2.35,7.413,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5.112,2.89285714285714,0.512992474,0.712843259,0.971321423,0.687029784,0.158420253607348,0.997324198623643
"reducing","reducing",2.24149409068187,0.509396212883971,1.24307751342929,3.23991066793445,4.081,28,15,13,50,0.842499971389771,9,198,NA,NA,0,0,1,2,2,3,2,4,5,8,37,8.858,1.707570176,1498,50458,16,3.18,0.03,40,3.27,0.06,1.672097858,2.433887042,NA,NA,NA,"Verb","VB",2.5,NA,1,NA,NA,NA,NA,NA,NA,1.967389925,4671,3,"{re--duce}>ing>","reducing",8,2,2.55,6.845,1,43162,6166,7181,"r@.d""us.IN",7,3,3,3,0,2.6,7.302,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.2,0.475163245,0.600765577,0.784291969,0.707644976,NA,NA
"reduction","reduction",2.99817639034829,0.596575754068563,1.82888791237391,4.16746486832267,4.83,15,9,6,50.5,0.898699998855591,11,210,NA,NA,NA,NA,NA,0,0,1,1,4,6,9,47,9.027,1.949390007,1870,58415,2,2.43,0.01,10,2.7,0.02,1.880813592,2.114829936,NA,11.26,10.6346,"Noun","NN",2.75,332,7,5,0.365,3,0.382,0,0,1.923978311,4723,3,"{re--duct--ion}","reduction",9,3,2.2,7.399,1,41569,5196.125,5835,"rI.d""Vk.Sn=",7,3,3,3,3,2.3,7.048,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6.199,2.76,0.7169688,0.808562172,0.715373538,0.499868541,0.232858453936923,NA
"redwood","redwood",-2.26213392852929,0.561948597181961,-3.36355317900593,-1.16071467805265,2.065,56,51,5,45.4000015258789,0.737999975681305,3,76,1,0,2,4,4,5,4,4,4,2,1,1,1,7.559,1.579783597,578,5718,6,2.8,0.01,11,2.74,0.02,1.361727836,1.743633479,NA,NA,NA,"Name","NN",4.96,NA,1,5.68,0.592,3.15,0.35,NA,NA,1.379124098,0,2,"{red}{wood}","redwood",7,0,2.8,6.614,0,20206,3367.667,3175,"r""Ed.w%Ud",6,2,2,2,1,2.85,5.628,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.7037037037037,0.996549562,0.883584555,0.965562438,0.704599074,0.704818920324429,1
"reed","reed",-0.641755532914092,0.536890369561883,-1.69406065725538,0.410549591427199,2.464,47,40,7,48.2000007629395,0.7882000207901,6,136,6,6,5,4,7,7,5,5,5,5,3,3,1,8.803,2.667452953,6770,41428,35,3.51,0.05,105,3.68,0.1,2.184691431,2.01752479,NA,8.779397,8.522464063,"Name","NN",4.7,520,4,NA,0.49,NA,0.35,0,0,1.709899826,6170,1,"{reed}","reed",4,19,1.1,7.978,3,18150,6050,3161,"r""id",3,1,1,1,49,1,8.22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,7.058,1.66666666666667,1,1,0.957474621,0.696420361,0.000763395197852689,0.115392408026319
"reeds","reeds",1.06941933143122,0.506187002152773,0.0772928072117849,2.06154585565065,3.223,38,32,6,46.7000007629395,0.6492999792099,4,110,1,3,4,4,7,6,6,5,5,4,4,4,0,6.581,1.230448921,648,3929,103,3.97,0.08,177,3.91,0.14,1.230448921,NA,NA,NA,NA,"Noun","NN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441248644,0,2,"{reed}>s>","reeds",5,14,NA,NA,NA,19245,4811.25,3369,"r""idz",4,1,1,NA,31,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,7.128,1.818181818,NA,NA,NA,NA,NA,NA
"reef","reef",-2.34835004012987,0.537135759364234,-3.40113612848377,-1.29556395177597,2.048,42,37,5,46,0.545199990272522,3,104,1,0,1,2,4,4,5,5,6,5,5,4,0,8,2.311753861,3529,19988,83,3.87,0.06,132,3.78,0.07,1.903089987,2.306325757,3.586,9.72,9.361413978,"Noun","NN",4.7,NA,2,5.63,0.583,3.67,0.49,0,0,1.09340992,656,1,"{reef}","reef",4,5,1.7,8.271,2,10976,3658.667,2972,"r""if",3,1,1,1,30,1,7.643,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,7.358,1.61538461538462,1,1,0.957474621,0.205459878,0.0635033355850606,0.907994700384972
"refer","refer",1.01655200016596,0.405462258025828,0.221845974435337,1.81125802589658,3.191,62,53,9,54.5,0.888400018215179,28,542,NA,1,0,2,9,15,23,26,30,36,41,50,54,10.187,2.574031268,5924,430112,29,3.43,0.06,80,3.57,0.14,2.523746467,2.173394699,NA,9.18,9.266,"Verb","VB",2.41,NA,4,5.18,0.506,4.09,0.358,NA,NA,1.968803608,6530,2,"{re--fer}","refer",5,2,1.8,7.25,1,23430,5857.5,5461,"r@.f""3`",4,2,2,2,0,1.9,7.604,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.88888888888889,0.972931202,0.710071308,0.820577499,0.601394973,0.257474213257102,0.582995901689752
"referee","referee",3.14582791308525,0.599696584674936,1.97042260712238,4.32123321904812,4.997,16,11,5,43.2000007629395,0.649500012397766,2,49,NA,2,3,3,2,1,1,1,1,1,1,0,1,7.739,2.264817823,2377,25790,41,3.57,0.03,94,3.64,0.06,2.029383778,2.318520454,NA,7.61,7.61,"Noun","NN",4.43,564,1,5.1,0.531,3.65,0.644,0,0,1.036431943,893,3,"{re--fer}>ee>","referee",7,0,2.45,7.148,0,33496,5582.667,6338,"r%E.f@`.""i",5,3,3,3,0,3,6.304,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.875,0.981310295,0.573526698,0.857934264,0.339216047,0.381189598513682,NA
"reference","reference",2.89368344687463,0.356508152142459,2.19492746867541,3.59243942507385,4.717,46,20,26,55.5999984741211,0.79040002822876,36,759,NA,1,3,6,9,16,16,21,26,40,45,55,82,11.002,2.636487896,8805,379458,31,3.46,0.07,99,3.66,0.17,2.527629901,2.428944333,NA,8.67,8.67,"Noun","NN",2.38,NA,6,5.63,0.633,3.41,0.312,0,0,1.998623659,8315,3,"{re--fer}>ence>","reference",9,2,2.4,6.67,2,44110,5513.75,7393,"r""E.f@`.@ns",7,3,3,3,2,2.35,6.089,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5.753,2.34782608695652,0.981310295,0.635096185,0.857934264,0.485413415,0.149680060650014,0.93677898067335
"referred","referred",1.53512632385816,0.567938770781625,0.421966333126175,2.64828631459015,3.524,30,24,6,54.7999992370605,0.880400002002716,30,587,NA,0,0,1,5,10,13,16,18,28,35,48,87,9.571,2.354108439,4369,227726,50,3.66,0.09,122,3.75,0.18,2.29666519,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.023753627,7978,3,"{re--fer}>ed>","referred",8,2,2.35,6.932,1,40937,5848.143,7657,"r@.f""3`d",5,2,2,2,1,2.1,7.548,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.5,0.972931202,0.712843259,0.820577499,0.202986417,0.082647259278859,-0.0311910581276336
"referring","referring",1.2280129519769,0.513207756046971,0.222125750124837,2.23390015382896,3.32,26,20,6,48.7000007629395,0.906300008296967,7,137,NA,0,0,0,2,3,2,4,6,8,9,11,17,9.706,2.536558443,6392,74835,39,3.55,0.07,123,3.75,0.19,2.50242712,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.045826969,6202,3,"{re--fer}>ing>","referring",9,1,2.55,6.834,1,54058,6757.25,9671,"r@.f""3`.IN",6,3,3,3,0,2.45,7.255,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.03703703703704,0.981954135,0.658554351,0.567223493,0.526696615,0.096076885506225,NA
"refined","refined",1.81200118493323,0.40695129298111,1.01437665069025,2.60962571917621,3.727,58,44,14,48.2000007629395,0.941500008106232,6,119,NA,NA,0,0,0,2,2,3,3,6,6,7,17,7.476,2.017033339,2500,15656,14,3.13,0.03,22,3.02,0.05,1.954242509,2.575829304,NA,9.75,9.75,"Adjective","JJ|VB",2.04,353,1,6.11,0.85,3.95,0.43,NA,NA,1.869425194,2148,2,"{refine}>ed>","refined",7,5,1.8,6.748,2,38689,6448.167,6176,"rI.f""aInd",6,2,2,2,6,1.8,7.763,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4.283,2.16666666666667,0.972931202,0.62653143,0.820577499,0.393816664,0.0519551747430725,0.980083198636433
"refining","refining",3.87476211926221,0.547182706753487,2.80228401402538,4.94724022449904,5.926,20,10,10,42.9000015258789,0.656000018119812,1,47,NA,NA,NA,0,0,0,0,0,1,2,3,2,4,6.415,1.146128036,345,6736,1,2.25,0.005,4,2.36,0.01,1.146128036,2.126523248,NA,NA,NA,"Verb","NN|VB",2.3,NA,NA,NA,0.694,NA,0.466,0,0,1.676822855,0,2,"{refine}>ing>","refining",8,3,2,6.76,1,51957,7422.429,8374,"rI.f""aIn.IN",7,3,3,3,3,2.15,6.735,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4.312,2.65384615384615,0.963301262,0.49942365,0.864650967,0.703970887,0.0676521630577717,NA
"reflect","reflect",-0.263922748373364,0.448958808014818,-1.14388201208241,0.616036515335679,2.592,73,63,10,53.7000007629395,0.918299973011017,23,437,NA,4,5,5,12,16,16,18,18,16,16,20,55,9.632,2.330413773,4888,76579,44,3.6,0.09,105,3.68,0.17,2.247973266,2.235438102,5.581,9.89,9.534143737,"Verb","VB",2.81,NA,4,6.1,0.698,3.35,0.342,0,0,2.111983507,5317,2,"{re--flect}","reflect",7,1,2.1,7.145,1,20985,3497.5,4588,"r@.fl""Ekt",7,2,2,2,0,2.3,7.186,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.88461538461538,1,0.683586732,0.905065706,0.667063351,0.212490965173662,0.908796365386018
"reflected","reflected",1.12750464495788,0.520978909371822,0.106385982589109,2.14862330732665,3.258,43,36,7,54.5,0.813099980354309,28,576,NA,2,7,15,16,21,21,23,25,26,26,29,52,8.286,1.934498451,2299,45068,185,4.22,0.26,412,4.28,0.46,1.875061263,2.575829304,NA,NA,NA,"Verb","VB|JJ",2.79,NA,3,NA,NA,NA,NA,NA,NA,2.146680099,5307,3,"{re--flect}>ed>","reflected",9,2,2.3,7.149,1,37616,4702,6704,"r@.fl""Ekt.@d",9,3,3,3,0,2.35,7.623,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.03333333333333,0.815072,0.787816102,0.931689059,0.778318093,0.0806155775621891,NA
"reflecting","reflecting",1.23499634279129,0.412596340065785,0.426307516262351,2.04368516932023,3.324,43,25,18,49,0.853299975395203,7,155,NA,0,2,3,3,3,4,5,5,8,9,10,14,8.131,1.51851394,1292,25889,58,3.72,0.12,131,3.78,0.22,1.51851394,2.164677764,NA,NA,NA,"Verb","VB",2.36,NA,2,NA,0.59,NA,0.408,0,0,2.149392026,4063,3,"{re--flect}>ing>","reflecting",10,1,2.5,7.199,0,53595,5955,8381,"r@.fl""Ekt.IN",9,3,3,3,1,2.45,7.212,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.46153846153846,0.815072,0.798506692,0.931689059,0.78208763,0.0308236716345973,NA
"reflection","reflection",0.529370544645214,0.431440264850981,-0.316252374462709,1.37499346375314,2.93,36,20,16,51.4000015258789,0.832199990749359,13,275,NA,2,4,8,10,10,9,10,10,10,11,13,18,8.413,2.409933123,5387,27315,240,4.33,0.28,443,4.31,0.44,2.354108439,2.433887042,6.156,5.5,5.5,"Noun","NN",3.29,567,5,5.7,0.71,4.1,0.5,0,0,2.014611801,2784,3,"{re--flect}>ion>","reflection",10,2,2.25,7.243,2,42734,4748.222,7310,"r@.fl""Ek.Sn=",8,3,3,3,0,2.6,7.519,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.42857142857143,0.734868259,0.798987885,0.802874789,0.616634828,0.202573407331513,NA
"reflex","reflex",-0.0654479105719585,0.423470736916452,-0.895450554928204,0.764554733784287,2.668,47,36,11,46.2000007629395,0.7117999792099,4,96,NA,0,1,1,1,0,1,1,1,1,2,4,5,7.163,2.068185862,1485,6592,7,2.85,0.01,14,2.84,0.03,2.008600172,2.441771732,5.441,8.17,8.599206061,"Noun","NN",3.1,476,3,5.24,0.583,4.7,0.46,0,0,1.499619054,0,2,"{re--flex}","reflex",6,1,2.4,7.11,1,17798,3559.6,3882,"r""i.flEks",7,2,2,2,1,2.7,6.645,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5.142,1.74074074074074,1,0.376165699,0.905065706,0.794234152,NA,0.704953035887382
"reflexes","reflexes",-0.726533300923533,0.531008420278581,-1.76730980466955,0.314243202822486,2.437,30,22,8,44.7000007629395,0.607800006866455,2,76,NA,0,0,0,2,1,2,2,2,1,1,3,5,6.562,2.089905111,1509,2931,14,3.13,0.03,19,2.96,0.04,2.017033339,NA,NA,NA,NA,"Noun","NN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.449875462,0,3,"{re--flex}>s>","reflexes",8,1,2.85,7.145,0,30787,4398.143,5833,"r""i.flEks.@z",9,3,3,3,1,3.5,6.578,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.693,2.52173913043478,0.983820588,0.564535817,0.93209128,0.830777926,NA,NA
"reform","reform",0.119022660298082,0.573708496394046,-1.00544599263425,1.24349131323041,2.743,33,26,7,52,0.526199996471405,15,438,NA,0,0,0,3,4,5,5,6,7,7,11,62,9.673,2.267171728,4664,100994,48,3.64,0.02,127,3.77,0.06,2.053078443,2.235438102,NA,12.74,11.6991,"Noun","NN|VB",2,NA,1,5.05,0.531,4.78,0.49,1,0,1.661527328,6026,2,"{re--form}","reform",6,1,2.05,7.4,1,16566,3313.2,3882,"r@.f""Orm",6,2,2,2,0,2.4,8.097,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.65217391304348,0.972931202,0.592191166,0.820577499,0.658725254,0.422746512206663,0.909399088227875
"refreshing","refreshing",-1.15213671458792,0.456171522488912,-2.04623289866619,-0.258040530509652,2.316,40,31,9,43.0999984741211,0.749800026416779,2,43,1,1,1,2,2,1,1,1,1,1,2,2,0,7.516,2.274157849,2686,4387,41,3.57,0.06,61,3.45,0.12,2.250420002,2.338919064,NA,7.5,7.5,"Adjective","JJ|VB",2.41,NA,1,7.05,0.936,4,0.52,1,0,1.726040962,0,3,"{re--fresh}>ing>","refreshing",10,0,3.05,6.427,0,59336,6592.889,8167,"rI.fr""ES.IN",8,3,3,3,0,3,6.182,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,1.78571428571429,1,0.564227737,0.645678022,0.729133282,NA,NA
"refrigeration","refrigeration",2.63991800490404,0.555529076429116,1.55108101510297,3.72875499470511,4.454,19,14,5,43.0999984741211,0.561500012874603,2,57,NA,NA,NA,0,0,0,0,1,2,4,3,4,4,6.238,1.255272505,447,3737,3,2.55,0.01,5,2.44,0.01,1.230448921,1.971785079,NA,7.39,NA,"Noun","NN",3.92,NA,1,NA,0.735,NA,0.392,0,0,1.176231626,0,3,"{refriger--ate}>ion>","refrigeration",13,0,3.7,5.878,0,69211,5767.583,7826,"rI.fr%I.dZ@`.r""e.Sn=",11,5,5,5,0,5.05,5.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,4.19230769230769,0.785510588,0.560458423,0.93578745,0.653572427,NA,NA
"refrigerator","refrigerator",0.685150927348643,0.422234073674121,-0.142427857052634,1.51272971174992,3.008,35,21,14,50.7000007629395,0.627499997615814,11,287,0,11,12,14,14,11,13,15,12,8,8,7,3,7.52,2.631443769,4688,3552,137,4.09,0.12,69,3.5,0.1,2.498310554,2.069606503,5.679,4.11,4.11,"Noun","NN",5,612,1,5.76,0.677,3.25,0.26,0,0,1.320644422,0,3,"{refriger--ate}>or>","refrigerator",12,0,4.25,5.734,0,55474,5043.091,6776,"rI.fr""I.dZ@`.r%e4.@`",11,5,5,5,0,5.35,5.641,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,2.46428571428571,0.797700435,0.560458423,0.932454047,0.581765698,0.293423458422916,NA
